	マンション名	住所	立地1	立地2	立地3	築年数	建物高さ	階	賃料	管理費	敷/礼/保証/敷引,償却	間取り	専有面積	URL
968	都営大江戸線 新御徒町駅 13階建 築6年	東京都台東区小島２	都営大江戸線/新御徒町駅 歩2分	東京メトロ銀座線/稲荷町駅 歩10分	ＪＲ山手線/御徒町駅 歩12分	築12年	11階建	3階	13.4万円	6000円	13.4万円/13.4万円/-/-	1LDK	38.45m	https://suumo.jp/chintai/jnc_000041512705/?bc=100125760369
969	つくばエクスプレス 浅草駅 3階建 築62年	東京都台東区西浅草３	つくばエクスプレス/浅草駅 歩4分	東京メトロ銀座線/浅草駅 歩8分	東京メトロ銀座線/田原町駅 歩10分	築12年	11階建	3階	12万円	2000円	12万円/12万円/-/-	2LDK	60m	https://suumo.jp/chintai/jnc_000029218595/?bc=100076383058
970	アバンテ勝どき	東京都中央区勝どき２	都営大江戸線/勝どき駅 歩2分	東京メトロ有楽町線/月島駅 歩14分	東京メトロ日比谷線/築地駅 歩18分	築12年	11階建	5階	11万円	12000円	11万円/11万円/-/-	1K	25.95m	https://suumo.jp/chintai/jnc_000040255358/?bc=100123575360
971	アバンテ勝どき	東京都中央区勝どき２	都営大江戸線/勝どき駅 歩2分	東京メトロ有楽町線/月島駅 歩14分	東京メトロ日比谷線/築地駅 歩18分	築12年	11階建	7階	15.2万円	12000円	15.2万円/15.2万円/-/-	1LDK	40.54m	https://suumo.jp/chintai/jnc_000040255358/?bc=100123575360
972	アバンテ勝どき	東京都中央区勝どき２	都営大江戸線/勝どき駅 歩2分	東京メトロ有楽町線/月島駅 歩14分	東京メトロ日比谷線/築地駅 歩18分	築12年	11階建	7階	15.7万円	12000円	15.7万円/15.7万円/-/-	1DK	40.54m	https://suumo.jp/chintai/jnc_000040255358/?bc=100123575360
973	銀座レジデンス伍番館	東京都中央区湊２	東京メトロ有楽町線/新富町駅 歩6分	東京メトロ日比谷線/八丁堀駅 歩7分	東京メトロ日比谷線/築地駅 歩9分	築12年	11階建	2階	12万円	-	12万円/-/-/-	1DK	31.62m	https://suumo.jp/chintai/jnc_000041186591/?bc=100124810535
974	銀座レジデンス伍番館	東京都中央区湊２	東京メトロ有楽町線/新富町駅 歩6分	東京メトロ日比谷線/八丁堀駅 歩7分	東京メトロ日比谷線/築地駅 歩9分	築12年	11階建	4階	12.8万円	-	12.8万円/-/-/-	1DK	32.24m	https://suumo.jp/chintai/jnc_000041186591/?bc=100124810535
975	銀座レジデンス伍番館	東京都中央区湊２	東京メトロ有楽町線/新富町駅 歩6分	東京メトロ日比谷線/八丁堀駅 歩7分	東京メトロ日比谷線/築地駅 歩9分	築12年	11階建	5階	12.8万円	-	12.8万円/-/-/-	1DK	31.8m	https://suumo.jp/chintai/jnc_000041186591/?bc=100124810535
976	東京メトロ日比谷線 南千住駅 12階建 築2年	東京都台東区竜泉３	東京メトロ日比谷線/南千住駅 歩13分	東京メトロ日比谷線/三ノ輪駅 歩6分	都電荒川線/三ノ輪橋駅 歩10分	築12年	11階建	8階	12.8万円	8000円	12.8万円/12.8万円/-/-	1LDK	41.58m	https://suumo.jp/chintai/jnc_000040832485/?bc=100123325789
977	東京メトロ日比谷線 南千住駅 12階建 築2年	東京都台東区竜泉３	東京メトロ日比谷線/南千住駅 歩13分	東京メトロ日比谷線/三ノ輪駅 歩6分	都電荒川線/三ノ輪橋駅 歩10分	築12年	11階建	9階	14.2万円	8000円	14.2万円/14.2万円/-/-	1LDK	48.26m	https://suumo.jp/chintai/jnc_000040832485/?bc=100123325789
978	ORANGE PORTE	東京都台東区竜泉３	東京メトロ日比谷線/三ノ輪駅 歩6分	ＪＲ常磐線/南千住駅 歩13分	東京メトロ日比谷線/入谷駅 歩14分	築12年	11階建	8階	12.8万円	8000円	12.8万円/12.8万円/-/-	1LDK	41.58m	https://suumo.jp/chintai/jnc_000040832484/?bc=100123540042
979	ORANGE PORTE	東京都台東区竜泉３	東京メトロ日比谷線/三ノ輪駅 歩6分	ＪＲ常磐線/南千住駅 歩13分	東京メトロ日比谷線/入谷駅 歩14分	築12年	11階建	9階	14.2万円	8000円	14.2万円/14.2万円/-/-	1LDK	48.26m	https://suumo.jp/chintai/jnc_000040832484/?bc=100123540042
980	ORANGE PORTE	東京都台東区竜泉３	東京メトロ日比谷線/三ノ輪駅 歩6分	ＪＲ常磐線/南千住駅 歩13分	東京メトロ日比谷線/入谷駅 歩14分	築12年	11階建	9階	14.2万円	8000円	14.2万円/14.2万円/-/-	1LDK	48.26m	https://suumo.jp/chintai/jnc_000040832484/?bc=100123540042
981	ＣＡＰＩＴＡＬ　ＧＡＴＥ　ＰＬＡＣＥ　ザ・タワー	東京都中央区月島１	東京メトロ有楽町線/月島駅 歩1分	都営大江戸線/勝どき駅 歩9分	東京メトロ日比谷線/築地駅 歩18分	築12年	11階建	14階	19.5万円	15000円	39万円/19.5万円/-/-	1LDK	42.96m	https://suumo.jp/chintai/jnc_000038762703/?bc=100116290457
982	ＣＡＰＩＴＡＬ　ＧＡＴＥ　ＰＬＡＣＥ　ザ・タワー	東京都中央区月島１	東京メトロ有楽町線/月島駅 歩1分	都営大江戸線/勝どき駅 歩9分	東京メトロ日比谷線/築地駅 歩18分	築12年	11階建	4階	27.3万円	-	54.6万円/54.6万円/-/-	2LDK	66m	https://suumo.jp/chintai/jnc_000038762703/?bc=100116290457
983	ＣＡＰＩＴＡＬ　ＧＡＴＥ　ＰＬＡＣＥ　ザ・タワー	東京都中央区月島１	東京メトロ有楽町線/月島駅 歩1分	都営大江戸線/勝どき駅 歩9分	東京メトロ日比谷線/築地駅 歩18分	築12年	11階建	38階	27.5万円	-	55万円/55万円/-/-	2LDK	58.79m	https://suumo.jp/chintai/jnc_000038762703/?bc=100116290457
984	ＣＡＰＩＴＡＬ　ＧＡＴＥ　ＰＬＡＣＥ　ザ・タワー	東京都中央区月島１	東京メトロ有楽町線/月島駅 歩1分	都営大江戸線/勝どき駅 歩9分	東京メトロ日比谷線/築地駅 歩18分	築12年	11階建	28階	25.8万円	18000円	51.6万円/25.8万円/-/-	2LDK	53.45m	https://suumo.jp/chintai/jnc_000038762703/?bc=100116290457
985	ＣＡＰＩＴＡＬ　ＧＡＴＥ　ＰＬＡＣＥ　ザ・タワー	東京都中央区月島１	東京メトロ有楽町線/月島駅 歩1分	都営大江戸線/勝どき駅 歩9分	東京メトロ日比谷線/築地駅 歩18分	築12年	11階建	18階	26.8万円	15000円	53.6万円/26.8万円/-/-	2LDK	53.3m	https://suumo.jp/chintai/jnc_000038762703/?bc=100116290457
986	伊藤ビル	東京都台東区三筋１	都営浅草線/蔵前駅 歩7分	ＪＲ総武線/浅草橋駅 歩8分	都営大江戸線/新御徒町駅 歩6分	築12年	11階建	3階	9.3万円	5000円	-/4.65万円/-/-	2DK	44.25m	https://suumo.jp/chintai/jnc_000041487294/?bc=100125759485
987	コルティーレ日本橋人形町	東京都中央区日本橋堀留町１	東京メトロ日比谷線/人形町駅 歩2分	東京メトロ銀座線/三越前駅 歩9分	ＪＲ山手線/神田駅 歩13分	築12年	11階建	3階	15.3万円	10000円	15.3万円/-/-/-	1LDK	36.1m	https://suumo.jp/chintai/jnc_000040307953/?bc=100120016861
988	コルティーレ日本橋人形町	東京都中央区日本橋堀留町１	東京メトロ日比谷線/人形町駅 歩2分	東京メトロ銀座線/三越前駅 歩9分	ＪＲ山手線/神田駅 歩13分	築12年	11階建	5階	15.4万円	10000円	15.4万円/-/-/-	1LDK	36.1m	https://suumo.jp/chintai/jnc_000040307953/?bc=100120016861
989	コルティーレ日本橋人形町	東京都中央区日本橋堀留町１	東京メトロ日比谷線/人形町駅 歩2分	東京メトロ銀座線/三越前駅 歩9分	ＪＲ山手線/神田駅 歩13分	築12年	11階建	3階	15.8万円	10000円	31.6万円/15.8万円/-/-	1LDK	36.1m	https://suumo.jp/chintai/jnc_000040307953/?bc=100120016861
990	コルティーレ日本橋人形町	東京都中央区日本橋堀留町１	東京メトロ日比谷線/人形町駅 歩2分	東京メトロ銀座線/三越前駅 歩9分	ＪＲ山手線/神田駅 歩13分	築12年	11階建	5階	16.9万円	-	33.8万円/33.8万円/-/-	1LDK	36.1m	https://suumo.jp/chintai/jnc_000040307953/?bc=100120016861
991	リビオレゾン浅草橋	東京都台東区柳橋２	ＪＲ総武線/浅草橋駅 歩3分	ＪＲ総武線/両国駅 歩7分	都営浅草線/蔵前駅 歩7分	築12年	11階建	2階	13.6万円	-	13.6万円/13.6万円/-/-	1LDK	37.8m	https://suumo.jp/chintai/jnc_000041410197/?bc=100125525872
992	リビオレゾン浅草橋	東京都台東区柳橋２	ＪＲ総武線/浅草橋駅 歩3分	ＪＲ総武線/両国駅 歩7分	都営浅草線/蔵前駅 歩7分	築12年	11階建	2階	13.6万円	-	13.6万円/13.6万円/-/-	1LDK	37.8m	https://suumo.jp/chintai/jnc_000041410197/?bc=100125525872
993	都営浅草線 人形町駅 地下1地上10階建 築12年	東京都中央区日本橋大伝馬町	都営浅草線/人形町駅 歩7分	東京メトロ日比谷線/小伝馬町駅 歩2分	東京メトロ銀座線/三越前駅 歩8分	築12年	11階建	4階	15.6万円	12000円	15.6万円/15.6万円/-/-	1LDK	42.02m	https://suumo.jp/chintai/jnc_000040908113/?bc=100124777126
994	都営浅草線 人形町駅 地下1地上10階建 築12年	東京都中央区日本橋大伝馬町	都営浅草線/人形町駅 歩7分	東京メトロ日比谷線/小伝馬町駅 歩2分	東京メトロ銀座線/三越前駅 歩8分	築12年	11階建	6階	15.8万円	12000円	15.8万円/15.8万円/-/-	1LDK	42.02m	https://suumo.jp/chintai/jnc_000040908113/?bc=100124777126
995	都営浅草線 人形町駅 地下1地上10階建 築12年	東京都中央区日本橋大伝馬町	都営浅草線/人形町駅 歩7分	東京メトロ日比谷線/小伝馬町駅 歩2分	東京メトロ銀座線/三越前駅 歩8分	築12年	11階建	5階	18.4万円	12000円	18.4万円/18.4万円/-/-	1LDK	49.2m	https://suumo.jp/chintai/jnc_000040908113/?bc=100124777126
996	ヴィータ　フェリーチェ	東京都台東区蔵前４	都営大江戸線/蔵前駅 歩4分	東京メトロ銀座線/田原町駅 歩7分	つくばエクスプレス/浅草駅 歩10分	築12年	11階建	4階	13.7万円	8000円	13.7万円/13.7万円/-/-	1DK	40.08m	https://suumo.jp/chintai/jnc_000040383408/?bc=100124026052
997	都営大江戸線 勝どき駅 8階建 築10年	東京都中央区勝どき２	都営大江戸線/勝どき駅 歩2分	東京メトロ有楽町線/月島駅 歩9分	東京メトロ日比谷線/築地駅 歩15分	築12年	11階建	3階	14万円	21000円	14万円/14万円/-/14万円	1LDK	41.74m	https://suumo.jp/chintai/jnc_000039470105/?bc=100118634009
998	都営大江戸線 月島駅 10階建 築4年	東京都中央区月島４	都営大江戸線/月島駅 歩2分	都営大江戸線/勝どき駅 歩8分	東京メトロ日比谷線/築地駅 歩21分	築12年	11階建	4階	10.8万円	8000円	10.8万円/10.8万円/-/-	1K	26.52m	https://suumo.jp/chintai/jnc_000032534340/?bc=100104670137
999	都営大江戸線 月島駅 10階建 築4年	東京都中央区月島４	都営大江戸線/月島駅 歩2分	都営大江戸線/勝どき駅 歩8分	東京メトロ日比谷線/築地駅 歩21分	築12年	11階建	4階	11.1万円	8000円	11.1万円/11.1万円/-/-	1K	26.52m	https://suumo.jp/chintai/jnc_000032534340/?bc=100104670137
1000	都営大江戸線 月島駅 10階建 築4年	東京都中央区月島４	都営大江戸線/月島駅 歩2分	都営大江戸線/勝どき駅 歩8分	東京メトロ日比谷線/築地駅 歩21分	築12年	11階建	6階	11.1万円	10000円	11.1万円/11.1万円/-/-	1K	26.52m	https://suumo.jp/chintai/jnc_000032534340/?bc=100104670137
1001	都営大江戸線 月島駅 10階建 築4年	東京都中央区月島４	都営大江戸線/月島駅 歩2分	都営大江戸線/勝どき駅 歩8分	東京メトロ日比谷線/築地駅 歩21分	築12年	11階建	9階	13.4万円	8000円	13.4万円/13.4万円/-/-	ワンルーム	31.55m	https://suumo.jp/chintai/jnc_000032534340/?bc=100104670137
1002	都営大江戸線 月島駅 10階建 築4年	東京都中央区月島４	都営大江戸線/月島駅 歩2分	都営大江戸線/勝どき駅 歩8分	東京メトロ日比谷線/築地駅 歩21分	築12年	11階建	2階	16.5万円	10000円	16.5万円/-/-/-	1LDK	42.42m	https://suumo.jp/chintai/jnc_000032534340/?bc=100104670137
1003	都営大江戸線 月島駅 10階建 築4年	東京都中央区月島４	都営大江戸線/月島駅 歩2分	都営大江戸線/勝どき駅 歩8分	東京メトロ日比谷線/築地駅 歩21分	築12年	11階建	3階	16.8万円	10000円	16.8万円/16.8万円/-/-	1LDK	42.42m	https://suumo.jp/chintai/jnc_000032534340/?bc=100104670137
1004	都営大江戸線 月島駅 10階建 築4年	東京都中央区月島４	都営大江戸線/月島駅 歩2分	都営大江戸線/勝どき駅 歩8分	東京メトロ日比谷線/築地駅 歩21分	築12年	11階建	7階	16.9万円	10000円	16.9万円/16.9万円/-/-	1LDK	42.42m	https://suumo.jp/chintai/jnc_000032534340/?bc=100104670137
1005	都営大江戸線 月島駅 10階建 築4年	東京都中央区月島４	都営大江戸線/月島駅 歩2分	都営大江戸線/勝どき駅 歩8分	東京メトロ日比谷線/築地駅 歩21分	築12年	11階建	10階	17.2万円	10000円	17.2万円/17.2万円/-/-	1LDK	42.43m	https://suumo.jp/chintai/jnc_000032534340/?bc=100104670137
1006	ラピュータ【Lapyuta】	東京都中央区日本橋中洲	東京メトロ半蔵門線/水天宮前駅 歩8分	都営新宿線/浜町駅 歩10分	東京メトロ日比谷線/人形町駅 歩12分	築12年	11階建	3階	18万円	10000円	36万円/18万円/-/-	2LDK	55.85m	https://suumo.jp/chintai/jnc_000041000097/?bc=100123643746
1007	ラピュータ【Lapyuta】	東京都中央区日本橋中洲	東京メトロ半蔵門線/水天宮前駅 歩8分	都営新宿線/浜町駅 歩10分	東京メトロ日比谷線/人形町駅 歩12分	築12年	11階建	3階	18.5万円	10000円	37万円/18.5万円/-/-	2LDK	55.85m	https://suumo.jp/chintai/jnc_000041000097/?bc=100123643746
1008	ラピュータ【Lapyuta】	東京都中央区日本橋中洲	東京メトロ半蔵門線/水天宮前駅 歩8分	都営新宿線/浜町駅 歩10分	東京メトロ日比谷線/人形町駅 歩12分	築12年	11階建	5階	20万円	10000円	40万円/20万円/-/-	2LDK	55.85m	https://suumo.jp/chintai/jnc_000041000097/?bc=100123643746
1009	ラピュータ【Lapyuta】	東京都中央区日本橋中洲	東京メトロ半蔵門線/水天宮前駅 歩8分	都営新宿線/浜町駅 歩10分	東京メトロ日比谷線/人形町駅 歩12分	築12年	11階建	12階	21.5万円	15000円	43万円/43万円/-/-	2LDK	79.55m	https://suumo.jp/chintai/jnc_000041000097/?bc=100123643746
1010	ラピュータ【Lapyuta】	東京都中央区日本橋中洲	東京メトロ半蔵門線/水天宮前駅 歩8分	都営新宿線/浜町駅 歩10分	東京メトロ日比谷線/人形町駅 歩12分	築12年	11階建	12階	23万円	10000円	46万円/46万円/-/-	2LDK	55.85m	https://suumo.jp/chintai/jnc_000041000097/?bc=100123643746
1011	ラピュータ【Lapyuta】	東京都中央区日本橋中洲	東京メトロ半蔵門線/水天宮前駅 歩8分	都営新宿線/浜町駅 歩10分	東京メトロ日比谷線/人形町駅 歩12分	築12年	11階建	12階	23万円	15000円	46万円/46万円/-/-	2SLDK	79.55m	https://suumo.jp/chintai/jnc_000041000097/?bc=100123643746
1012	日神デュオステージ浅草三筋	東京都台東区三筋１	都営大江戸線/新御徒町駅 歩5分	都営浅草線/蔵前駅 歩8分	ＪＲ総武線/浅草橋駅 歩10分	築12年	11階建	11階	10.9万円	13000円	10.9万円/10.9万円/-/-	1DK	30.27m	https://suumo.jp/chintai/jnc_000041235211/?bc=100124810886
1013	アプレシティ日本橋小伝馬町	東京都中央区日本橋大伝馬町	東京メトロ日比谷線/小伝馬町駅 歩2分	東京メトロ銀座線/三越前駅 歩7分	ＪＲ山手線/神田駅 歩11分	築12年	11階建	12階	15万円	10000円	15万円/15万円/-/-	1LDK	44.25m	https://suumo.jp/chintai/jnc_000041423395/?bc=100125542111
1014	アプレシティ日本橋小伝馬町	東京都中央区日本橋大伝馬町	東京メトロ日比谷線/小伝馬町駅 歩2分	東京メトロ銀座線/三越前駅 歩7分	ＪＲ山手線/神田駅 歩11分	築12年	11階建	10階	16.3万円	10500円	-/16.3万円/-/-	1LDK	44.25m	https://suumo.jp/chintai/jnc_000041423395/?bc=100125542111
1015	東京メトロ有楽町線 月島駅 8階建 築7年	東京都中央区月島１	東京メトロ有楽町線/月島駅 歩1分	都営大江戸線/月島駅 歩1分	都営大江戸線/勝どき駅 歩11分	築12年	11階建	4階	13.2万円	7300円	13.2万円/13.2万円/-/-	1LDK	41.02m	https://suumo.jp/chintai/jnc_000040967083/?bc=100125395146
1016	東京メトロ有楽町線 月島駅 8階建 築7年	東京都中央区月島１	東京メトロ有楽町線/月島駅 歩1分	都営大江戸線/月島駅 歩1分	都営大江戸線/勝どき駅 歩11分	築12年	11階建	6階	13.2万円	7300円	13.2万円/13.2万円/-/-	1LDK	41.02m	https://suumo.jp/chintai/jnc_000040967083/?bc=100125395146
1017	東京メトロ有楽町線 月島駅 8階建 築7年	東京都中央区月島１	東京メトロ有楽町線/月島駅 歩1分	都営大江戸線/月島駅 歩1分	都営大江戸線/勝どき駅 歩11分	築12年	11階建	6階	13.2万円	73000円	13.2万円/13.2万円/-/-	1LDK	40.01m	https://suumo.jp/chintai/jnc_000040967083/?bc=100125395146
1018	ヴェルト日本橋	東京都中央区東日本橋１	ＪＲ総武線/浅草橋駅 歩9分	東京メトロ日比谷線/人形町駅 歩9分	都営浅草線/東日本橋駅 歩2分	築12年	11階建	5階	8万円	10000円	-/-/-/-	1K	23.69m	https://suumo.jp/chintai/jnc_000040993158/?bc=100124146904
1019	ヴェルト日本橋	東京都中央区東日本橋１	ＪＲ総武線/浅草橋駅 歩9分	東京メトロ日比谷線/人形町駅 歩9分	都営浅草線/東日本橋駅 歩2分	築12年	11階建	8階	14.4万円	3000円	14.4万円/14.4万円/-/-	1LDK	41.5m	https://suumo.jp/chintai/jnc_000040993158/?bc=100124146904
1020	ヴェルト日本橋	東京都中央区東日本橋１	ＪＲ総武線/浅草橋駅 歩9分	東京メトロ日比谷線/人形町駅 歩9分	都営浅草線/東日本橋駅 歩2分	築12年	11階建	10階	15.7万円	-	15.7万円/15.7万円/-/-	1LDK	41.5m	https://suumo.jp/chintai/jnc_000040993158/?bc=100124146904
1021	コンフォリア日本橋人形町イースト	東京都中央区日本橋人形町３	東京メトロ日比谷線/人形町駅 歩2分	東京メトロ半蔵門線/水天宮前駅 歩7分	都営新宿線/馬喰横山駅 歩9分	築12年	11階建	7階	10.9万円	5000円	10.9万円/-/-/-	1K	22.27m	https://suumo.jp/chintai/jnc_000038872166/?bc=100120694409
1022	コンフォリア日本橋人形町イースト	東京都中央区日本橋人形町３	東京メトロ日比谷線/人形町駅 歩2分	東京メトロ半蔵門線/水天宮前駅 歩7分	都営新宿線/馬喰横山駅 歩9分	築12年	11階建	8階	11.1万円	5000円	11.1万円/-/-/-	1K	22.35m	https://suumo.jp/chintai/jnc_000038872166/?bc=100120694409
1023	コンフォリア日本橋人形町イースト	東京都中央区日本橋人形町３	東京メトロ日比谷線/人形町駅 歩2分	東京メトロ半蔵門線/水天宮前駅 歩7分	都営新宿線/馬喰横山駅 歩9分	築12年	11階建	6階	15.4万円	5000円	15.4万円/-/-/-	ワンルーム	34.61m	https://suumo.jp/chintai/jnc_000038872166/?bc=100120694409
1024	コンフォリア日本橋人形町イースト	東京都中央区日本橋人形町３	東京メトロ日比谷線/人形町駅 歩2分	東京メトロ半蔵門線/水天宮前駅 歩7分	都営新宿線/馬喰横山駅 歩9分	築12年	11階建	5階	20.2万円	8000円	20.2万円/-/-/-	1LDK	50.13m	https://suumo.jp/chintai/jnc_000038872166/?bc=100120694409
1025	エステムプラザ日本橋レジェンド	東京都中央区日本橋浜町３	都営新宿線/浜町駅 歩5分	東京メトロ半蔵門線/水天宮前駅 歩8分	東京メトロ日比谷線/人形町駅 歩10分	築12年	11階建	2階	10.3万円	9000円	10.3万円/15.45万円/-/-	1DK	25.66m	https://suumo.jp/chintai/jnc_000040261382/?bc=100124082291
1026	エステムプラザ日本橋レジェンド	東京都中央区日本橋浜町３	都営新宿線/浜町駅 歩5分	東京メトロ半蔵門線/水天宮前駅 歩8分	東京メトロ日比谷線/人形町駅 歩10分	築12年	11階建	4階	10.4万円	9000円	10.4万円/15.6万円/-/-	1DK	25.66m	https://suumo.jp/chintai/jnc_000040261382/?bc=100124082291
1027	コンフォリア日本橋人形町イースト	東京都中央区日本橋人形町３	東京メトロ日比谷線/人形町駅 歩2分	東京メトロ半蔵門線/水天宮前駅 歩7分	都営新宿線/馬喰横山駅 歩9分	築12年	11階建	7階	10.9万円	5000円	10.9万円/-/-/-	1K	22.27m	https://suumo.jp/chintai/jnc_000038872166/?bc=100120694409
1028	コンフォリア日本橋人形町イースト	東京都中央区日本橋人形町３	東京メトロ日比谷線/人形町駅 歩2分	東京メトロ半蔵門線/水天宮前駅 歩7分	都営新宿線/馬喰横山駅 歩9分	築12年	11階建	8階	11.1万円	5000円	11.1万円/-/-/-	1K	22.35m	https://suumo.jp/chintai/jnc_000038872166/?bc=100120694409
1029	コンフォリア日本橋人形町イースト	東京都中央区日本橋人形町３	東京メトロ日比谷線/人形町駅 歩2分	東京メトロ半蔵門線/水天宮前駅 歩7分	都営新宿線/馬喰横山駅 歩9分	築12年	11階建	6階	15.4万円	5000円	15.4万円/-/-/-	ワンルーム	34.61m	https://suumo.jp/chintai/jnc_000038872166/?bc=100120694409
1030	コンフォリア日本橋人形町イースト	東京都中央区日本橋人形町３	東京メトロ日比谷線/人形町駅 歩2分	東京メトロ半蔵門線/水天宮前駅 歩7分	都営新宿線/馬喰横山駅 歩9分	築12年	11階建	5階	20.2万円	8000円	20.2万円/-/-/-	1LDK	50.13m	https://suumo.jp/chintai/jnc_000038872166/?bc=100120694409
1031	都営大江戸線 蔵前駅 13階建 築6年	東京都台東区寿３	都営大江戸線/蔵前駅 歩2分	東京メトロ銀座線/田原町駅 歩6分	都営浅草線/浅草駅 歩8分	築12年	11階建	4階	10.9万円	-	10.9万円/10.9万円/-/-	ワンルーム	25.12m	https://suumo.jp/chintai/jnc_000039973580/?bc=100123776658
1032	都営大江戸線 蔵前駅 13階建 築6年	東京都台東区寿３	都営大江戸線/蔵前駅 歩2分	東京メトロ銀座線/田原町駅 歩6分	都営浅草線/浅草駅 歩8分	築12年	11階建	9階	9.9万円	10000円	19.8万円/-/-/-	ワンルーム	25.12m	https://suumo.jp/chintai/jnc_000039973580/?bc=100123776658
1033	都営大江戸線 蔵前駅 13階建 築6年	東京都台東区寿３	都営大江戸線/蔵前駅 歩2分	東京メトロ銀座線/田原町駅 歩6分	都営浅草線/浅草駅 歩8分	築12年	11階建	6階	15.9万円	12000円	15.9万円/15.9万円/-/-	1LDK	42.65m	https://suumo.jp/chintai/jnc_000039973580/?bc=100123776658
1034	パークアクシス浅草・蔵前	東京都台東区寿３	都営浅草線/浅草駅 歩6分	都営大江戸線/蔵前駅 歩2分	東京メトロ銀座線/田原町駅 歩6分	築12年	11階建	4階	9.9万円	10000円	9.9万円/9.9万円/-/-	ワンルーム	25.12m	https://suumo.jp/chintai/jnc_000039925189/?bc=100123766492
1035	パークアクシス浅草・蔵前	東京都台東区寿３	都営浅草線/浅草駅 歩6分	都営大江戸線/蔵前駅 歩2分	東京メトロ銀座線/田原町駅 歩6分	築12年	11階建	9階	10.4万円	10000円	10.4万円/10.4万円/-/-	ワンルーム	25.12m	https://suumo.jp/chintai/jnc_000039925189/?bc=100123766492
1036	パークアクシス浅草・蔵前	東京都台東区寿３	都営浅草線/浅草駅 歩6分	都営大江戸線/蔵前駅 歩2分	東京メトロ銀座線/田原町駅 歩6分	築12年	11階建	6階	15.9万円	12000円	15.9万円/15.9万円/-/-	1LDK	42.65m	https://suumo.jp/chintai/jnc_000039925189/?bc=100123766492
1037	エステムプラザ日本橋レジェンド	東京都中央区日本橋浜町３	都営新宿線/浜町駅 歩5分	東京メトロ半蔵門線/水天宮前駅 歩8分	東京メトロ日比谷線/人形町駅 歩10分	築12年	11階建	2階	10.3万円	9000円	10.3万円/15.45万円/-/-	1DK	25.66m	https://suumo.jp/chintai/jnc_000040261382/?bc=100124082291
1038	エステムプラザ日本橋レジェンド	東京都中央区日本橋浜町３	都営新宿線/浜町駅 歩5分	東京メトロ半蔵門線/水天宮前駅 歩8分	東京メトロ日比谷線/人形町駅 歩10分	築12年	11階建	4階	10.4万円	9000円	10.4万円/15.6万円/-/-	1DK	25.66m	https://suumo.jp/chintai/jnc_000040261382/?bc=100124082291
1039	カスタリア八丁堀	東京都中央区八丁堀３	都営浅草線/宝町駅 歩8分	東京メトロ銀座線/京橋駅 歩10分	ＪＲ京葉線/八丁堀駅 歩1分	築12年	11階建	3階	14.5万円	8000円	14.5万円/-/-/-	ワンルーム	40.31m	https://suumo.jp/chintai/jnc_000041086600/?bc=100124225249
1040	カスタリア八丁堀	東京都中央区八丁堀３	都営浅草線/宝町駅 歩8分	東京メトロ銀座線/京橋駅 歩10分	ＪＲ京葉線/八丁堀駅 歩1分	築12年	11階建	8階	20.4万円	8000円	20.4万円/-/-/-	1LDK	55.4m	https://suumo.jp/chintai/jnc_000041086600/?bc=100124225249
1041	東京メトロ銀座線 浅草駅 13階建 築3年	東京都台東区花川戸１	東京メトロ銀座線/浅草駅 歩2分	都営浅草線/本所吾妻橋駅 歩13分	東京メトロ銀座線/田原町駅 歩13分	築12年	11階建	7階	8.55万円	16000円	-/8.55万円/8.55万円/-	1K	25.31m	https://suumo.jp/chintai/jnc_000041455038/?bc=100125629658
1042	東京メトロ銀座線 浅草駅 13階建 築3年	東京都台東区花川戸１	東京メトロ銀座線/浅草駅 歩2分	都営浅草線/本所吾妻橋駅 歩13分	東京メトロ銀座線/田原町駅 歩13分	築12年	11階建	11階	11万円	10500円	-/11万円/-/-	1K	25.31m	https://suumo.jp/chintai/jnc_000041455038/?bc=100125629658
1043	東京メトロ銀座線 浅草駅 13階建 築3年	東京都台東区花川戸１	東京メトロ銀座線/浅草駅 歩2分	都営浅草線/本所吾妻橋駅 歩13分	東京メトロ銀座線/田原町駅 歩13分	築12年	11階建	2階	15万円	15000円	-/15万円/-/-	1LDK	44.71m	https://suumo.jp/chintai/jnc_000041455038/?bc=100125629658
1044	東京メトロ銀座線 浅草駅 13階建 築3年	東京都台東区花川戸１	東京メトロ銀座線/浅草駅 歩2分	都営浅草線/本所吾妻橋駅 歩13分	東京メトロ銀座線/田原町駅 歩13分	築12年	11階建	2階	15万円	15000円	-/15万円/-/-	1LDK	44.71m	https://suumo.jp/chintai/jnc_000041455038/?bc=100125629658
1045	東京メトロ銀座線 浅草駅 13階建 築3年	東京都台東区花川戸１	東京メトロ銀座線/浅草駅 歩2分	都営浅草線/本所吾妻橋駅 歩13分	東京メトロ銀座線/田原町駅 歩13分	築12年	11階建	7階	14.5万円	21000円	14.5万円/29万円/-/-	1LDK	40.56m	https://suumo.jp/chintai/jnc_000041455038/?bc=100125629658
1046	東京メトロ銀座線 浅草駅 13階建 築3年	東京都台東区花川戸１	東京メトロ銀座線/浅草駅 歩2分	都営浅草線/本所吾妻橋駅 歩13分	東京メトロ銀座線/田原町駅 歩13分	築12年	11階建	4階	17万円	10500円	-/17万円/-/-	1LDK	40.56m	https://suumo.jp/chintai/jnc_000041455038/?bc=100125629658
